"","País","Ano","Sexo","Idade","Suicidios","População","Suicidios por 100 mil habitantes","IDH","PIB per capita"
"22787","Slovakia",1993,"Masculino","55 à 74 anos",133,379898,35.01,NA,3334
"22788","Slovakia",1993,"Masculino","25 à 34 anos",93,389917,23.85,NA,3334
"22789","Slovakia",1993,"Masculino","15 à 24 anos",52,420445,12.37,NA,3334
"22790","Slovakia",1993,"Feminino","75 anos ou mais",15,135118,11.1,NA,3334
"22791","Slovakia",1993,"Feminino","55 à 74 anos",36,491822,7.32,NA,3334
"22792","Slovakia",1993,"Feminino","35 à 54 anos",38,719170,5.28,NA,3334
"22793","Slovakia",1993,"Feminino","25 à 34 anos",16,378035,4.23,NA,3334
"22794","Slovakia",1993,"Feminino","15 à 24 anos",11,403487,2.73,NA,3334
"22795","Slovakia",1993,"Masculino","5 à 14 anos",2,430319,0.46,NA,3334
"22796","Slovakia",1993,"Feminino","5 à 14 anos",0,412285,0,NA,3334
"22797","Slovakia",1994,"Masculino","75 anos ou mais",32,65983,48.5,NA,4036
"22798","Slovakia",1994,"Masculino","35 à 54 anos",263,698995,37.63,NA,4036
"22799","Slovakia",1994,"Masculino","55 à 74 anos",133,367426,36.2,NA,4036
"22800","Slovakia",1994,"Masculino","25 à 34 anos",85,387422,21.94,NA,4036
"22801","Slovakia",1994,"Masculino","15 à 24 anos",66,450907,14.64,NA,4036
"22802","Slovakia",1994,"Feminino","75 anos ou mais",9,122342,7.36,NA,4036
"22803","Slovakia",1994,"Feminino","35 à 54 anos",50,718166,6.96,NA,4036
"22804","Slovakia",1994,"Feminino","55 à 74 anos",28,483484,5.79,NA,4036
"22805","Slovakia",1994,"Feminino","15 à 24 anos",12,434306,2.76,NA,4036
"22806","Slovakia",1994,"Feminino","25 à 34 anos",8,377351,2.12,NA,4036
"22807","Slovakia",1994,"Masculino","5 à 14 anos",4,443362,0.9,NA,4036
"22808","Slovakia",1994,"Feminino","5 à 14 anos",1,425114,0.24,NA,4036
"22809","Slovakia",1995,"Masculino","75 anos ou mais",37,67938,54.46,0.75,5141
"22810","Slovakia",1995,"Masculino","55 à 74 anos",144,367372,39.2,0.75,5141
"22811","Slovakia",1995,"Masculino","35 à 54 anos",271,712185,38.05,0.75,5141
"22812","Slovakia",1995,"Masculino","25 à 34 anos",94,385556,24.38,0.75,5141
"22813","Slovakia",1995,"Masculino","15 à 24 anos",58,460307,12.6,0.75,5141
"22814","Slovakia",1995,"Feminino","55 à 74 anos",39,485289,8.04,0.75,5141
"22815","Slovakia",1995,"Feminino","35 à 54 anos",47,729026,6.45,0.75,5141
"22816","Slovakia",1995,"Feminino","75 anos ou mais",8,126028,6.35,0.75,5141
"22817","Slovakia",1995,"Feminino","25 à 34 anos",18,375575,4.79,0.75,5141
"22818","Slovakia",1995,"Feminino","15 à 24 anos",9,443602,2.03,0.75,5141
"22819","Slovakia",1995,"Feminino","5 à 14 anos",5,416980,1.2,0.75,5141
"22820","Slovakia",1995,"Masculino","5 à 14 anos",5,435374,1.15,0.75,5141
"22821","Slovakia",1996,"Masculino","75 anos ou mais",29,70501,41.13,NA,5529
"22822","Slovakia",1996,"Masculino","55 à 74 anos",136,366561,37.1,NA,5529
"22823","Slovakia",1996,"Masculino","35 à 54 anos",242,723992,33.43,NA,5529
"22824","Slovakia",1996,"Masculino","25 à 34 anos",89,384759,23.13,NA,5529
"22825","Slovakia",1996,"Masculino","15 à 24 anos",62,466866,13.28,NA,5529
"22826","Slovakia",1996,"Feminino","75 anos ou mais",10,131422,7.61,NA,5529
"22827","Slovakia",1996,"Feminino","35 à 54 anos",50,739024,6.77,NA,5529
"22828","Slovakia",1996,"Feminino","55 à 74 anos",30,485389,6.18,NA,5529
"22829","Slovakia",1996,"Feminino","25 à 34 anos",9,374451,2.4,NA,5529
"22830","Slovakia",1996,"Masculino","5 à 14 anos",8,428880,1.87,NA,5529
"22831","Slovakia",1996,"Feminino","15 à 24 anos",5,450138,1.11,NA,5529
"22832","Slovakia",1996,"Feminino","5 à 14 anos",2,410453,0.49,NA,5529
"22833","Slovakia",1997,"Masculino","75 anos ou mais",32,74296,43.07,NA,5468
"22834","Slovakia",1997,"Masculino","35 à 54 anos",259,735016,35.24,NA,5468
"22835","Slovakia",1997,"Masculino","55 à 74 anos",116,365411,31.75,NA,5468
"22836","Slovakia",1997,"Masculino","25 à 34 anos",70,386309,18.12,NA,5468
"22837","Slovakia",1997,"Masculino","15 à 24 anos",46,471096,9.76,NA,5468
"22838","Slovakia",1997,"Feminino","75 anos ou mais",13,138765,9.37,NA,5468
"22839","Slovakia",1997,"Feminino","55 à 74 anos",32,484165,6.61,NA,5468
"22840","Slovakia",1997,"Feminino","35 à 54 anos",44,748326,5.88,NA,5468
"22841","Slovakia",1997,"Feminino","15 à 24 anos",10,454003,2.2,NA,5468
"22842","Slovakia",1997,"Feminino","25 à 34 anos",7,375884,1.86,NA,5468
"22843","Slovakia",1997,"Masculino","5 à 14 anos",1,421702,0.24,NA,5468
"22844","Slovakia",1997,"Feminino","5 à 14 anos",0,403416,0,NA,5468
"22845","Slovakia",1998,"Masculino","35 à 54 anos",295,746000,39.54,NA,5871
"22846","Slovakia",1998,"Masculino","75 anos ou mais",28,77400,36.18,NA,5871
"22847","Slovakia",1998,"Masculino","55 à 74 anos",110,364300,30.19,NA,5871
"22848","Slovakia",1998,"Masculino","25 à 34 anos",82,390300,21.01,NA,5871
"22849","Slovakia",1998,"Masculino","15 à 24 anos",68,473000,14.38,NA,5871
"22850","Slovakia",1998,"Feminino","55 à 74 anos",30,482800,6.21,NA,5871
"22851","Slovakia",1998,"Feminino","75 anos ou mais",9,145500,6.19,NA,5871
"22852","Slovakia",1998,"Feminino","35 à 54 anos",38,757700,5.02,NA,5871
"22853","Slovakia",1998,"Feminino","15 à 24 anos",6,455200,1.32,NA,5871
"22854","Slovakia",1998,"Feminino","25 à 34 anos",5,380100,1.32,NA,5871
"22855","Slovakia",1998,"Masculino","5 à 14 anos",2,413300,0.48,NA,5871
"22856","Slovakia",1998,"Feminino","5 à 14 anos",0,395500,0,NA,5871
"22857","Slovakia",1999,"Masculino","75 anos ou mais",34,80000,42.5,NA,5966
"22858","Slovakia",1999,"Masculino","55 à 74 anos",143,364300,39.25,NA,5966
"22859","Slovakia",1999,"Masculino","35 à 54 anos",283,756700,37.4,NA,5966
"22860","Slovakia",1999,"Masculino","25 à 34 anos",67,395600,16.94,NA,5966
"22861","Slovakia",1999,"Masculino","15 à 24 anos",58,471800,12.29,NA,5966
"22862","Slovakia",1999,"Feminino","55 à 74 anos",30,483100,6.21,NA,5966
"22863","Slovakia",1999,"Feminino","75 anos ou mais",9,151500,5.94,NA,5966
"22864","Slovakia",1999,"Feminino","35 à 54 anos",44,766900,5.74,NA,5966
"22865","Slovakia",1999,"Feminino","25 à 34 anos",10,385400,2.59,NA,5966
"22866","Slovakia",1999,"Feminino","15 à 24 anos",9,453700,1.98,NA,5966
"22867","Slovakia",1999,"Masculino","5 à 14 anos",5,403400,1.24,NA,5966
"22868","Slovakia",1999,"Feminino","5 à 14 anos",0,385800,0,NA,5966
"22869","Slovakia",2000,"Masculino","75 anos ou mais",35,82153,42.6,0.763,5696
"22870","Slovakia",2000,"Masculino","55 à 74 anos",133,365309,36.41,0.763,5696
"22871","Slovakia",2000,"Masculino","35 à 54 anos",274,767138,35.72,0.763,5696
"22872","Slovakia",2000,"Masculino","25 à 34 anos",83,403167,20.59,0.763,5696
"22873","Slovakia",2000,"Masculino","15 à 24 anos",66,469079,14.07,0.763,5696
"22874","Slovakia",2000,"Feminino","75 anos ou mais",15,156671,9.57,0.763,5696
"22875","Slovakia",2000,"Feminino","35 à 54 anos",64,775726,8.25,0.763,5696
"22876","Slovakia",2000,"Feminino","55 à 74 anos",39,484667,8.05,0.763,5696
"22877","Slovakia",2000,"Feminino","15 à 24 anos",9,450931,2,0.763,5696
"22878","Slovakia",2000,"Feminino","25 à 34 anos",7,392452,1.78,0.763,5696
"22879","Slovakia",2000,"Masculino","5 à 14 anos",3,390756,0.77,0.763,5696
"22880","Slovakia",2000,"Feminino","5 à 14 anos",1,373764,0.27,0.763,5696
"22881","Slovakia",2001,"Masculino","75 anos ou mais",35,81427,42.98,NA,6020
"22882","Slovakia",2001,"Masculino","35 à 54 anos",275,767503,35.83,NA,6020
"22883","Slovakia",2001,"Masculino","55 à 74 anos",113,364806,30.98,NA,6020
"22884","Slovakia",2001,"Masculino","25 à 34 anos",93,406975,22.85,NA,6020
"22885","Slovakia",2001,"Masculino","15 à 24 anos",61,467712,13.04,NA,6020
"22886","Slovakia",2001,"Feminino","75 anos ou mais",14,158161,8.85,NA,6020
"22887","Slovakia",2001,"Feminino","35 à 54 anos",55,779840,7.05,NA,6020
"22888","Slovakia",2001,"Feminino","55 à 74 anos",25,483308,5.17,NA,6020
"22889","Slovakia",2001,"Feminino","25 à 34 anos",11,396286,2.78,NA,6020
"22890","Slovakia",2001,"Feminino","15 à 24 anos",7,448751,1.56,NA,6020
"22891","Slovakia",2001,"Masculino","5 à 14 anos",3,380949,0.79,NA,6020
"22892","Slovakia",2001,"Feminino","5 à 14 anos",0,364538,0,NA,6020
"22893","Slovakia",2002,"Masculino","75 anos ou mais",51,83551,61.04,NA,6869
"22894","Slovakia",2002,"Masculino","35 à 54 anos",289,770285,37.52,NA,6869
"22895","Slovakia",2002,"Masculino","55 à 74 anos",126,370208,34.03,NA,6869
"22896","Slovakia",2002,"Masculino","25 à 34 anos",97,418377,23.18,NA,6869
"22897","Slovakia",2002,"Masculino","15 à 24 anos",52,461791,11.26,NA,6869
"22898","Slovakia",2002,"Feminino","75 anos ou mais",15,163273,9.19,NA,6869
"22899","Slovakia",2002,"Feminino","55 à 74 anos",27,488427,5.53,NA,6869
"22900","Slovakia",2002,"Feminino","35 à 54 anos",39,782131,4.99,NA,6869
"22901","Slovakia",2002,"Feminino","25 à 34 anos",10,405949,2.46,NA,6869
"22902","Slovakia",2002,"Feminino","15 à 24 anos",9,443566,2.03,NA,6869
"22903","Slovakia",2002,"Masculino","5 à 14 anos",2,368205,0.54,NA,6869
"22904","Slovakia",2002,"Feminino","5 à 14 anos",0,351821,0,NA,6869
"22905","Slovakia",2003,"Masculino","35 à 54 anos",344,769641,44.7,NA,9138
"22906","Slovakia",2003,"Masculino","55 à 74 anos",136,378888,35.89,NA,9138
"22907","Slovakia",2003,"Masculino","75 anos ou mais",30,84858,35.35,NA,9138
"22908","Slovakia",2003,"Masculino","25 à 34 anos",83,430820,19.27,NA,9138
"22909","Slovakia",2003,"Masculino","15 à 24 anos",52,455090,11.43,NA,9138
"22910","Slovakia",2003,"Feminino","55 à 74 anos",34,496205,6.85,NA,9138
"22911","Slovakia",2003,"Feminino","35 à 54 anos",48,780961,6.15,NA,9138
"22912","Slovakia",2003,"Feminino","75 anos ou mais",9,167510,5.37,NA,9138
"22913","Slovakia",2003,"Feminino","25 à 34 anos",10,417400,2.4,NA,9138
"22914","Slovakia",2003,"Feminino","15 à 24 anos",4,437405,0.91,NA,9138
"22915","Slovakia",2003,"Masculino","5 à 14 anos",3,355796,0.84,NA,9138
"22916","Slovakia",2003,"Feminino","5 à 14 anos",0,339408,0,NA,9138
"22917","Slovakia",2004,"Masculino","35 à 54 anos",283,769488,36.78,NA,11177
"22918","Slovakia",2004,"Masculino","55 à 74 anos",119,388244,30.65,NA,11177
"22919","Slovakia",2004,"Masculino","75 anos ou mais",26,86839,29.94,NA,11177
"22920","Slovakia",2004,"Masculino","25 à 34 anos",81,442957,18.29,NA,11177
"22921","Slovakia",2004,"Masculino","15 à 24 anos",54,447491,12.07,NA,11177
"22922","Slovakia",2004,"Feminino","55 à 74 anos",35,504749,6.93,NA,11177
"22923","Slovakia",2004,"Feminino","35 à 54 anos",52,779763,6.67,NA,11177
"22924","Slovakia",2004,"Feminino","75 anos ou mais",10,172563,5.79,NA,11177
"22925","Slovakia",2004,"Feminino","25 à 34 anos",8,428962,1.86,NA,11177
"22926","Slovakia",2004,"Feminino","15 à 24 anos",7,429591,1.63,NA,11177
"22927","Slovakia",2004,"Masculino","5 à 14 anos",1,343265,0.29,NA,11177
"22928","Slovakia",2004,"Feminino","5 à 14 anos",0,327298,0,NA,11177
"22929","Slovakia",2005,"Masculino","75 anos ou mais",40,88406,45.25,0.793,12229
"22930","Slovakia",2005,"Masculino","35 à 54 anos",269,769273,34.97,0.793,12229
"22931","Slovakia",2005,"Masculino","55 à 74 anos",130,399356,32.55,0.793,12229
"22932","Slovakia",2005,"Masculino","25 à 34 anos",88,453397,19.41,0.793,12229
"22933","Slovakia",2005,"Masculino","15 à 24 anos",57,440028,12.95,0.793,12229
"22934","Slovakia",2005,"Feminino","75 anos ou mais",11,176887,6.22,0.793,12229
"22935","Slovakia",2005,"Feminino","35 à 54 anos",46,777822,5.91,0.793,12229
"22936","Slovakia",2005,"Feminino","55 à 74 anos",21,514790,4.08,0.793,12229
"22937","Slovakia",2005,"Feminino","25 à 34 anos",9,438545,2.05,0.793,12229
"22938","Slovakia",2005,"Feminino","15 à 24 anos",7,421958,1.66,0.793,12229
"22939","Slovakia",2005,"Feminino","5 à 14 anos",1,315712,0.32,0.793,12229
"22940","Slovakia",2005,"Masculino","5 à 14 anos",0,330772,0,0.793,12229
"22941","Slovakia",2006,"Feminino","15 à 24 anos",0,415422,0,NA,13763
"22942","Slovakia",2006,"Feminino","25 à 34 anos",0,445779,0,NA,13763
"22943","Slovakia",2006,"Feminino","35 à 54 anos",0,774418,0,NA,13763
"22944","Slovakia",2006,"Feminino","5 à 14 anos",0,303109,0,NA,13763
"22945","Slovakia",2006,"Feminino","55 à 74 anos",0,527216,0,NA,13763
"22946","Slovakia",2006,"Feminino","75 anos ou mais",0,180915,0,NA,13763
"22947","Slovakia",2006,"Masculino","15 à 24 anos",0,433254,0,NA,13763
"22948","Slovakia",2006,"Masculino","25 à 34 anos",0,461745,0,NA,13763
"22949","Slovakia",2006,"Masculino","35 à 54 anos",0,767538,0,NA,13763
"22950","Slovakia",2006,"Masculino","5 à 14 anos",0,317730,0,NA,13763
"22951","Slovakia",2006,"Masculino","55 à 74 anos",0,412451,0,NA,13763
"22952","Slovakia",2006,"Masculino","75 anos ou mais",0,89792,0,NA,13763
"22953","Slovakia",2007,"Feminino","15 à 24 anos",0,408500,0,NA,16815
"22954","Slovakia",2007,"Feminino","25 à 34 anos",0,450832,0,NA,16815
"22955","Slovakia",2007,"Feminino","35 à 54 anos",0,771963,0,NA,16815
"22956","Slovakia",2007,"Feminino","5 à 14 anos",0,290709,0,NA,16815
"22957","Slovakia",2007,"Feminino","55 à 74 anos",0,540800,0,NA,16815
"22958","Slovakia",2007,"Feminino","75 anos ou mais",0,184796,0,NA,16815
"22959","Slovakia",2007,"Masculino","15 à 24 anos",0,425847,0,NA,16815
"22960","Slovakia",2007,"Masculino","25 à 34 anos",0,468542,0,NA,16815
"22961","Slovakia",2007,"Masculino","35 à 54 anos",0,767209,0,NA,16815
"22962","Slovakia",2007,"Masculino","5 à 14 anos",0,305241,0,NA,16815
"22963","Slovakia",2007,"Masculino","55 à 74 anos",0,426981,0,NA,16815
"22964","Slovakia",2007,"Masculino","75 anos ou mais",0,91240,0,NA,16815
"22965","Slovakia",2008,"Masculino","55 à 74 anos",132,441896,29.87,NA,19530
"22966","Slovakia",2008,"Masculino","75 anos ou mais",27,92415,29.22,NA,19530
"22967","Slovakia",2008,"Masculino","35 à 54 anos",220,769462,28.59,NA,19530
"22968","Slovakia",2008,"Masculino","25 à 34 anos",87,472801,18.4,NA,19530
"22969","Slovakia",2008,"Masculino","15 à 24 anos",42,417863,10.05,NA,19530
"22970","Slovakia",2008,"Feminino","75 anos ou mais",12,188110,6.38,NA,19530
"22971","Slovakia",2008,"Feminino","35 à 54 anos",36,771992,4.66,NA,19530
"22972","Slovakia",2008,"Feminino","55 à 74 anos",24,554948,4.32,NA,19530
"22973","Slovakia",2008,"Feminino","15 à 24 anos",5,400609,1.25,NA,19530
"22974","Slovakia",2008,"Feminino","25 à 34 anos",5,453122,1.1,NA,19530
"22975","Slovakia",2008,"Feminino","5 à 14 anos",1,279860,0.36,NA,19530
"22976","Slovakia",2008,"Masculino","5 à 14 anos",0,293989,0,NA,19530
"22977","Slovakia",2009,"Masculino","75 anos ou mais",35,93229,37.54,NA,17299
"22978","Slovakia",2009,"Masculino","55 à 74 anos",161,457071,35.22,NA,17299
"22979","Slovakia",2009,"Masculino","35 à 54 anos",242,774112,31.26,NA,17299
"22980","Slovakia",2009,"Masculino","25 à 34 anos",65,473483,13.73,NA,17299
"22981","Slovakia",2009,"Masculino","15 à 24 anos",40,408014,9.8,NA,17299
"22982","Slovakia",2009,"Feminino","55 à 74 anos",22,569666,3.86,NA,17299
"22983","Slovakia",2009,"Feminino","35 à 54 anos",21,774237,2.71,NA,17299
"22984","Slovakia",2009,"Feminino","75 anos ou mais",5,190507,2.62,NA,17299
"22985","Slovakia",2009,"Feminino","25 à 34 anos",6,453130,1.32,NA,17299
"22986","Slovakia",2009,"Feminino","15 à 24 anos",4,391007,1.02,NA,17299
"22987","Slovakia",2009,"Feminino","5 à 14 anos",0,271665,0,NA,17299
"22988","Slovakia",2009,"Masculino","5 à 14 anos",0,285623,0,NA,17299
"22989","Slovakia",2010,"Masculino","75 anos ou mais",33,94140,35.05,0.827,17387
"22990","Slovakia",2010,"Masculino","35 à 54 anos",239,779236,30.67,0.827,17387
"22991","Slovakia",2010,"Masculino","55 à 74 anos",145,472869,30.66,0.827,17387
"22992","Slovakia",2010,"Masculino","25 à 34 anos",76,472324,16.09,0.827,17387
"22993","Slovakia",2010,"Masculino","15 à 24 anos",42,395147,10.63,0.827,17387
"22994","Slovakia",2010,"Feminino","75 anos ou mais",11,192666,5.71,0.827,17387
"22995","Slovakia",2010,"Feminino","35 à 54 anos",39,776865,5.02,0.827,17387
"22996","Slovakia",2010,"Feminino","55 à 74 anos",26,585761,4.44,0.827,17387
"22997","Slovakia",2010,"Feminino","15 à 24 anos",7,378865,1.85,0.827,17387
"22998","Slovakia",2010,"Feminino","25 à 34 anos",8,451905,1.77,0.827,17387
"22999","Slovakia",2010,"Masculino","5 à 14 anos",4,280990,1.42,0.827,17387
"23000","Slovakia",2010,"Feminino","5 à 14 anos",1,266794,0.37,0.827,17387
"23001","Slovakia",2012,"Masculino","75 anos ou mais",33,96276,34.28,0.836,18256
"23002","Slovakia",2012,"Masculino","55 à 74 anos",144,507498,28.37,0.836,18256
"23003","Slovakia",2012,"Masculino","35 à 54 anos",205,782988,26.18,0.836,18256
"23004","Slovakia",2012,"Masculino","25 à 34 anos",74,454459,16.28,0.836,18256
"23005","Slovakia",2012,"Masculino","15 à 24 anos",41,365970,11.2,0.836,18256
"23006","Slovakia",2012,"Feminino","55 à 74 anos",31,617279,5.02,0.836,18256
"23007","Slovakia",2012,"Feminino","35 à 54 anos",30,771132,3.89,0.836,18256
"23008","Slovakia",2012,"Feminino","75 anos ou mais",3,197258,1.52,0.836,18256
"23009","Slovakia",2012,"Feminino","25 à 34 anos",5,432608,1.16,0.836,18256
"23010","Slovakia",2012,"Feminino","15 à 24 anos",3,350538,0.86,0.836,18256
"23011","Slovakia",2012,"Masculino","5 à 14 anos",2,277738,0.72,0.836,18256
"23012","Slovakia",2012,"Feminino","5 à 14 anos",0,263178,0,0.836,18256
"23013","Slovakia",2013,"Masculino","75 anos ou mais",39,97542,39.98,0.84,19226
"23014","Slovakia",2013,"Masculino","55 à 74 anos",170,522244,32.55,0.84,19226
"23015","Slovakia",2013,"Masculino","35 à 54 anos",206,789882,26.08,0.84,19226
"23016","Slovakia",2013,"Masculino","25 à 34 anos",78,447049,17.45,0.84,19226
"23017","Slovakia",2013,"Masculino","15 à 24 anos",39,354722,10.99,0.84,19226
"23018","Slovakia",2013,"Feminino","55 à 74 anos",27,631225,4.28,0.84,19226
"23019","Slovakia",2013,"Feminino","35 à 54 anos",32,775058,4.13,0.84,19226
"23020","Slovakia",2013,"Feminino","75 anos ou mais",7,199984,3.5,0.84,19226
"23021","Slovakia",2013,"Feminino","15 à 24 anos",10,339096,2.95,0.84,19226
"23022","Slovakia",2013,"Feminino","25 à 34 anos",7,426184,1.64,0.84,19226
"23023","Slovakia",2013,"Masculino","5 à 14 anos",1,276853,0.36,0.84,19226
"23024","Slovakia",2013,"Feminino","5 à 14 anos",0,262370,0,0.84,19226
"23025","Slovakia",2014,"Masculino","75 anos ou mais",41,99184,41.34,0.844,19679
"23026","Slovakia",2014,"Masculino","55 à 74 anos",163,535001,30.47,0.844,19679
"23027","Slovakia",2014,"Masculino","35 à 54 anos",177,797994,22.18,0.844,19679
"23028","Slovakia",2014,"Masculino","25 à 34 anos",60,439688,13.65,0.844,19679
"23029","Slovakia",2014,"Masculino","15 à 24 anos",30,342989,8.75,0.844,19679
"23030","Slovakia",2014,"Feminino","55 à 74 anos",34,642640,5.29,0.844,19679
"23031","Slovakia",2014,"Feminino","75 anos ou mais",7,203433,3.44,0.844,19679
"23032","Slovakia",2014,"Feminino","25 à 34 anos",13,419408,3.1,0.844,19679
"23033","Slovakia",2014,"Feminino","35 à 54 anos",24,780755,3.07,0.844,19679
"23034","Slovakia",2014,"Feminino","15 à 24 anos",5,327505,1.53,0.844,19679
"23035","Slovakia",2014,"Feminino","5 à 14 anos",0,263111,0,0.844,19679
"23036","Slovakia",2014,"Masculino","5 à 14 anos",0,277978,0,0.844,19679
"23037","Slovenia",1995,"Masculino","75 anos ou mais",27,25800,104.65,0.782,11291
"23038","Slovenia",1995,"Masculino","55 à 74 anos",126,165300,76.23,0.782,11291
"23039","Slovenia",1995,"Masculino","35 à 54 anos",174,287800,60.46,0.782,11291
"23040","Slovenia",1995,"Masculino","25 à 34 anos",54,148100,36.46,0.782,11291
"23041","Slovenia",1995,"Masculino","15 à 24 anos",51,151300,33.71,0.782,11291
"23042","Slovenia",1995,"Feminino","75 anos ou mais",16,58600,27.3,0.782,11291
"23043","Slovenia",1995,"Feminino","55 à 74 anos",47,215700,21.79,0.782,11291
"23044","Slovenia",1995,"Feminino","35 à 54 anos",43,280800,15.31,0.782,11291
"23045","Slovenia",1995,"Feminino","25 à 34 anos",16,149200,10.72,0.782,11291
"23046","Slovenia",1995,"Feminino","15 à 24 anos",6,144100,4.16,0.782,11291
"23047","Slovenia",1995,"Masculino","5 à 14 anos",3,131800,2.28,0.782,11291
"23048","Slovenia",1995,"Feminino","5 à 14 anos",1,125500,0.8,0.782,11291
"23049","Slovenia",1996,"Masculino","75 anos ou mais",30,26100,114.94,NA,11346
"23050","Slovenia",1996,"Masculino","55 à 74 anos",154,165900,92.83,NA,11346
"23051","Slovenia",1996,"Masculino","35 à 54 anos",178,290500,61.27,NA,11346
"23052","Slovenia",1996,"Masculino","25 à 34 anos",68,151900,44.77,NA,11346
"23053","Slovenia",1996,"Feminino","75 anos ou mais",16,59800,26.76,NA,11346
"23054","Slovenia",1996,"Feminino","55 à 74 anos",51,216400,23.57,NA,11346
"23055","Slovenia",1996,"Masculino","15 à 24 anos",33,152900,21.58,NA,11346
"23056","Slovenia",1996,"Feminino","35 à 54 anos",54,278800,19.37,NA,11346
"23057","Slovenia",1996,"Feminino","25 à 34 anos",10,149400,6.69,NA,11346
"23058","Slovenia",1996,"Feminino","15 à 24 anos",9,145000,6.21,NA,11346
"23059","Slovenia",1996,"Feminino","5 à 14 anos",2,125100,1.6,NA,11346
"23060","Slovenia",1996,"Masculino","5 à 14 anos",2,131300,1.52,NA,11346
"23061","Slovenia",1997,"Masculino","75 anos ou mais",31,26800,115.67,NA,11014
"23062","Slovenia",1997,"Masculino","55 à 74 anos",138,170200,81.08,NA,11014
"23063","Slovenia",1997,"Masculino","35 à 54 anos",192,290500,66.09,NA,11014
"23064","Slovenia",1997,"Masculino","25 à 34 anos",69,145900,47.29,NA,11014
"23065","Slovenia",1997,"Masculino","15 à 24 anos",40,151500,26.4,NA,11014
"23066","Slovenia",1997,"Feminino","75 anos ou mais",16,62400,25.64,NA,11014
"23067","Slovenia",1997,"Feminino","35 à 54 anos",54,285000,18.95,NA,11014
"23068","Slovenia",1997,"Feminino","55 à 74 anos",35,217100,16.12,NA,11014
"23069","Slovenia",1997,"Feminino","25 à 34 anos",9,146300,6.15,NA,11014
"23070","Slovenia",1997,"Feminino","15 à 24 anos",5,144100,3.47,NA,11014
"23071","Slovenia",1997,"Masculino","5 à 14 anos",3,125000,2.4,NA,11014
"23072","Slovenia",1997,"Feminino","5 à 14 anos",1,119100,0.84,NA,11014
"23073","Slovenia",1998,"Masculino","75 anos ou mais",29,27800,104.32,NA,11767
"23074","Slovenia",1998,"Masculino","55 à 74 anos",136,172800,78.7,NA,11767
"23075","Slovenia",1998,"Masculino","35 à 54 anos",200,291100,68.7,NA,11767
"23076","Slovenia",1998,"Masculino","15 à 24 anos",59,150100,39.31,NA,11767
"23077","Slovenia",1998,"Masculino","25 à 34 anos",49,144900,33.82,NA,11767
"23078","Slovenia",1998,"Feminino","75 anos ou mais",19,65300,29.1,NA,11767
"23079","Slovenia",1998,"Feminino","55 à 74 anos",42,217500,19.31,NA,11767
"23080","Slovenia",1998,"Feminino","35 à 54 anos",42,286600,14.65,NA,11767
"23081","Slovenia",1998,"Feminino","25 à 34 anos",18,144800,12.43,NA,11767
"23082","Slovenia",1998,"Feminino","15 à 24 anos",13,143000,9.09,NA,11767
"23083","Slovenia",1998,"Masculino","5 à 14 anos",4,121200,3.3,NA,11767
"23084","Slovenia",1998,"Feminino","5 à 14 anos",1,115200,0.87,NA,11767
"23085","Slovenia",1999,"Masculino","75 anos ou mais",31,28800,107.64,NA,12041
"23086","Slovenia",1999,"Masculino","55 à 74 anos",135,176200,76.62,NA,12041
"23087","Slovenia",1999,"Masculino","35 à 54 anos",184,293300,62.73,NA,12041
"23088","Slovenia",1999,"Masculino","25 à 34 anos",64,144800,44.2,NA,12041
"23089","Slovenia",1999,"Feminino","55 à 74 anos",54,218200,24.75,NA,12041
"23090","Slovenia",1999,"Masculino","15 à 24 anos",35,149200,23.46,NA,12041
"23091","Slovenia",1999,"Feminino","75 anos ou mais",13,68600,18.95,NA,12041
"23092","Slovenia",1999,"Feminino","35 à 54 anos",49,289200,16.94,NA,12041
"23093","Slovenia",1999,"Feminino","25 à 34 anos",11,144100,7.63,NA,12041
"23094","Slovenia",1999,"Feminino","15 à 24 anos",10,142100,7.04,NA,12041
"23095","Slovenia",1999,"Masculino","5 à 14 anos",4,117800,3.4,NA,12041
"23096","Slovenia",1999,"Feminino","5 à 14 anos",0,112100,0,NA,12041
"23097","Slovenia",2000,"Masculino","75 anos ou mais",36,29760,120.97,0.824,10783
"23098","Slovenia",2000,"Masculino","55 à 74 anos",130,176802,73.53,0.824,10783
"23099","Slovenia",2000,"Masculino","35 à 54 anos",180,297696,60.46,0.824,10783
"23100","Slovenia",2000,"Masculino","25 à 34 anos",53,144619,36.65,0.824,10783
"23101","Slovenia",2000,"Feminino","55 à 74 anos",64,216222,29.6,0.824,10783
"23102","Slovenia",2000,"Feminino","75 anos ou mais",19,71649,26.52,0.824,10783
"23103","Slovenia",2000,"Masculino","15 à 24 anos",33,147767,22.33,0.824,10783
"23104","Slovenia",2000,"Feminino","35 à 54 anos",48,294792,16.28,0.824,10783
"23105","Slovenia",2000,"Feminino","15 à 24 anos",13,140949,9.22,0.824,10783
"23106","Slovenia",2000,"Feminino","25 à 34 anos",11,143055,7.69,0.824,10783
"23107","Slovenia",2000,"Masculino","5 à 14 anos",1,114436,0.87,0.824,10783
"23108","Slovenia",2000,"Feminino","5 à 14 anos",0,108736,0,0.824,10783
"23109","Slovenia",2001,"Masculino","75 anos ou mais",45,31096,144.71,NA,10979
